anio,provincia,sexo,edad,cobertura_medica,cantidad
2010,2,Mujer,16,Programas o planes estatales de salud,337.0
2010,2,Varón,16,Programas o planes estatales de salud,306.0
2010,2,Mujer,17,"No tiene obra social, prepaga o plan estatal",4054.0
2010,2,Varón,17,"No tiene obra social, prepaga o plan estatal",3955.0
2010,2,Varón,17,Obra social o prepaga (incluye PAMI),11028.0
2010,2,Mujer,17,Obra social o prepaga (incluye PAMI),11390.0
2010,2,Varón,17,Programas o planes estatales de salud,376.0
2010,2,Mujer,17,Programas o planes estatales de salud,382.0
2010,2,Varón,18,"No tiene obra social, prepaga o plan estatal",4730.0
2010,2,Mujer,18,"No tiene obra social, prepaga o plan estatal",4764.0
2010,2,Varón,18,Obra social o prepaga (incluye PAMI),12450.0
2010,2,Mujer,18,Obra social o prepaga (incluye PAMI),12730.0
2010,2,Varón,18,Programas o planes estatales de salud,446.0
2010,2,Mujer,18,Programas o planes estatales de salud,440.0
2010,2,Varón,19,"No tiene obra social, prepaga o plan estatal",4850.0
2010,2,Mujer,19,"No tiene obra social, prepaga o plan estatal",5512.0
2010,2,Mujer,19,Obra social o prepaga (incluye PAMI),14389.0
2010,2,Varón,19,Obra social o prepaga (incluye PAMI),13843.0
2010,2,Varón,19,Programas o planes estatales de salud,375.0
2010,2,Mujer,19,Programas o planes estatales de salud,390.0
2010,2,Varón,20,"No tiene obra social, prepaga o plan estatal",5709.0
2010,2,Mujer,20,"No tiene obra social, prepaga o plan estatal",6217.0
2010,2,Varón,20,Obra social o prepaga (incluye PAMI),15127.0
2010,2,Mujer,20,Obra social o prepaga (incluye PAMI),14838.0
2010,2,Mujer,20,Programas o planes estatales de salud,348.0
2010,2,Varón,20,Programas o planes estatales de salud,271.0
2010,2,Varón,21,"No tiene obra social, prepaga o plan estatal",6084.0
2010,2,Mujer,21,"No tiene obra social, prepaga o plan estatal",6666.0
2010,2,Varón,21,Obra social o prepaga (incluye PAMI),14977.0
2010,2,Mujer,21,Obra social o prepaga (incluye PAMI),15694.0
2010,2,Mujer,21,Programas o planes estatales de salud,402.0
2010,2,Varón,21,Programas o planes estatales de salud,408.0
2010,2,Mujer,22,"No tiene obra social, prepaga o plan estatal",6448.0
2010,2,Varón,22,"No tiene obra social, prepaga o plan estatal",6652.0
2010,2,Mujer,22,Obra social o prepaga (incluye PAMI),16050.0
2010,2,Varón,22,Obra social o prepaga (incluye PAMI),15058.0
2010,2,Mujer,22,Programas o planes estatales de salud,437.0
2010,2,Varón,22,Programas o planes estatales de salud,386.0
2010,2,Varón,23,"No tiene obra social, prepaga o plan estatal",6400.0
2010,2,Mujer,23,"No tiene obra social, prepaga o plan estatal",6257.0
2010,2,Varón,23,Obra social o prepaga (incluye PAMI),16161.0
2010,2,Mujer,23,Obra social o prepaga (incluye PAMI),17365.0
2010,2,Varón,23,Programas o planes estatales de salud,249.0
2010,2,Mujer,23,Programas o planes estatales de salud,412.0
2010,2,Mujer,24,"No tiene obra social, prepaga o plan estatal",6418.0
2010,2,Varón,24,"No tiene obra social, prepaga o plan estatal",6497.0
2010,2,Varón,24,Obra social o prepaga (incluye PAMI),17396.0
2010,2,Mujer,24,Obra social o prepaga (incluye PAMI),18461.0
2010,2,Varón,24,Programas o planes estatales de salud,291.0
2010,2,Mujer,24,Programas o planes estatales de salud,337.0
2010,2,Mujer,25,"No tiene obra social, prepaga o plan estatal",6379.0
2010,2,Varón,25,"No tiene obra social, prepaga o plan estatal",6536.0
2010,2,Mujer,25,Obra social o prepaga (incluye PAMI),18659.0
2010,2,Varón,25,Obra social o prepaga (incluye PAMI),17264.0
2010,2,Mujer,25,Programas o planes estatales de salud,289.0
2010,2,Varón,25,Programas o planes estatales de salud,227.0
2010,2,Varón,26,"No tiene obra social, prepaga o plan estatal",6294.0
2010,2,Mujer,26,"No tiene obra social, prepaga o plan estatal",5861.0
2010,2,Varón,26,Obra social o prepaga (incluye PAMI),17889.0
2010,2,Mujer,26,Obra social o prepaga (incluye PAMI),18815.0
2010,2,Varón,26,Programas o planes estatales de salud,278.0
2010,2,Mujer,26,Programas o planes estatales de salud,328.0
2010,2,Varón,27,"No tiene obra social, prepaga o plan estatal",5905.0
2010,2,Mujer,27,"No tiene obra social, prepaga o plan estatal",5621.0
2010,2,Varón,27,Obra social o prepaga (incluye PAMI),17508.0
2010,2,Mujer,27,Obra social o prepaga (incluye PAMI),18645.0
2010,2,Varón,27,Programas o planes estatales de salud,319.0
2010,2,Mujer,27,Programas o planes estatales de salud,350.0
2010,2,Mujer,28,"No tiene obra social, prepaga o plan estatal",5925.0
2010,2,Varón,28,"No tiene obra social, prepaga o plan estatal",5846.0
2010,2,Mujer,28,Obra social o prepaga (incluye PAMI),19967.0
2010,2,Varón,28,Obra social o prepaga (incluye PAMI),18060.0
2010,2,Mujer,28,Programas o planes estatales de salud,340.0
2010,2,Varón,28,Programas o planes estatales de salud,277.0
2010,2,Mujer,29,"No tiene obra social, prepaga o plan estatal",5326.0
2010,2,Varón,29,"No tiene obra social, prepaga o plan estatal",5751.0
2010,2,Mujer,29,Obra social o prepaga (incluye PAMI),19641.0
2010,2,Varón,29,Obra social o prepaga (incluye PAMI),18462.0
2010,2,Mujer,29,Programas o planes estatales de salud,313.0
2010,2,Varón,29,Programas o planes estatales de salud,179.0
2010,2,Varón,30,"No tiene obra social, prepaga o plan estatal",5791.0
2010,2,Mujer,30,"No tiene obra social, prepaga o plan estatal",5133.0
2010,2,Varón,30,Obra social o prepaga (incluye PAMI),20229.0
2010,2,Mujer,30,Obra social o prepaga (incluye PAMI),21602.0
2010,2,Mujer,30,Programas o planes estatales de salud,291.0
2010,2,Varón,30,Programas o planes estatales de salud,233.0
2010,2,Varón,31,"No tiene obra social, prepaga o plan estatal",4710.0
2010,2,Mujer,31,"No tiene obra social, prepaga o plan estatal",4858.0
2010,2,Varón,31,Obra social o prepaga (incluye PAMI),19313.0
2010,2,Mujer,31,Obra social o prepaga (incluye PAMI),20768.0
2010,2,Varón,31,Programas o planes estatales de salud,372.0
2010,2,Mujer,31,Programas o planes estatales de salud,288.0
2010,2,Mujer,32,"No tiene obra social, prepaga o plan estatal",4450.0
2010,2,Varón,32,"No tiene obra social, prepaga o plan estatal",5053.0
2010,2,Mujer,32,Obra social o prepaga (incluye PAMI),20465.0
2010,2,Varón,32,Obra social o prepaga (incluye PAMI),18341.0
2010,2,Mujer,32,Programas o planes estatales de salud,296.0
2010,2,Varón,32,Programas o planes estatales de salud,205.0
2010,2,Mujer,33,"No tiene obra social, prepaga o plan estatal",4789.0
2010,2,Varón,33,"No tiene obra social, prepaga o plan estatal",4703.0
2010,2,Varón,33,Obra social o prepaga (incluye PAMI),18241.0
2010,2,Mujer,33,Obra social o prepaga (incluye PAMI),20771.0
2010,2,Varón,33,Programas o planes estatales de salud,183.0
2010,2,Mujer,33,Programas o planes estatales de salud,284.0
2010,2,Mujer,34,"No tiene obra social, prepaga o plan estatal",4221.0
2010,2,Varón,34,"No tiene obra social, prepaga o plan estatal",4153.0
2010,2,Varón,34,Obra social o prepaga (incluye PAMI),18181.0
2010,2,Mujer,34,Obra social o prepaga (incluye PAMI),20666.0
2010,2,Varón,34,Programas o planes estatales de salud,194.0
2010,2,Mujer,34,Programas o planes estatales de salud,373.0
2010,2,Mujer,35,"No tiene obra social, prepaga o plan estatal",4462.0
2010,2,Varón,35,"No tiene obra social, prepaga o plan estatal",4466.0
2010,2,Varón,35,Obra social o prepaga (incluye PAMI),17519.0
2010,2,Mujer,35,Obra social o prepaga (incluye PAMI),20106.0
2010,2,Varón,35,Programas o planes estatales de salud,180.0
2010,2,Mujer,35,Programas o planes estatales de salud,302.0
2010,2,Varón,36,"No tiene obra social, prepaga o plan estatal",4267.0
2010,2,Mujer,36,"No tiene obra social, prepaga o plan estatal",4185.0
2010,2,Mujer,36,Obra social o prepaga (incluye PAMI),18732.0
2010,2,Varón,36,Obra social o prepaga (incluye PAMI),17321.0
2010,2,Mujer,36,Programas o planes estatales de salud,293.0
2010,2,Varón,36,Programas o planes estatales de salud,297.0
2010,2,Mujer,37,"No tiene obra social, prepaga o plan estatal",3821.0
2010,2,Varón,37,"No tiene obra social, prepaga o plan estatal",4044.0
2010,2,Mujer,37,Obra social o prepaga (incluye PAMI),17626.0
2010,2,Varón,37,Obra social o prepaga (incluye PAMI),16425.0
2010,2,Mujer,37,Programas o planes estatales de salud,437.0
2010,2,Varón,37,Programas o planes estatales de salud,157.0
2010,2,Mujer,38,"No tiene obra social, prepaga o plan estatal",3681.0
2010,2,Varón,38,"No tiene obra social, prepaga o plan estatal",3609.0
2010,2,Mujer,38,Obra social o prepaga (incluye PAMI),17061.0
2010,2,Varón,38,Obra social o prepaga (incluye PAMI),15818.0
2010,2,Mujer,38,Programas o planes estatales de salud,239.0
2010,2,Varón,38,Programas o planes estatales de salud,257.0
2010,2,Varón,39,"No tiene obra social, prepaga o plan estatal",3292.0
2010,2,Mujer,39,"No tiene obra social, prepaga o plan estatal",3763.0
2010,2,Varón,39,Obra social o prepaga (incluye PAMI),15918.0
2010,2,Mujer,39,Obra social o prepaga (incluye PAMI),16901.0
2010,2,Varón,39,Programas o planes estatales de salud,258.0
2010,2,Mujer,39,Programas o planes estatales de salud,168.0
2010,2,Varón,40,"No tiene obra social, prepaga o plan estatal",3625.0
2010,2,Mujer,40,"No tiene obra social, prepaga o plan estatal",3841.0
2010,2,Varón,40,Obra social o prepaga (incluye PAMI),14980.0
2010,2,Mujer,40,Obra social o prepaga (incluye PAMI),17004.0
2010,2,Mujer,40,Programas o planes estatales de salud,288.0
2010,2,Varón,40,Programas o planes estatales de salud,232.0
2010,2,Varón,41,"No tiene obra social, prepaga o plan estatal",3099.0
2010,2,Mujer,41,"No tiene obra social, prepaga o plan estatal",3515.0
2010,2,Varón,41,Obra social o prepaga (incluye PAMI),14361.0
2010,2,Mujer,41,Obra social o prepaga (incluye PAMI),15241.0
2010,2,Varón,41,Programas o planes estatales de salud,139.0
2010,2,Mujer,41,Programas o planes estatales de salud,347.0
2010,2,Varón,42,"No tiene obra social, prepaga o plan estatal",3247.0
2010,2,Mujer,42,"No tiene obra social, prepaga o plan estatal",3428.0
2010,2,Varón,42,Obra social o prepaga (incluye PAMI),13567.0
2010,2,Mujer,42,Obra social o prepaga (incluye PAMI),14857.0
2010,2,Varón,42,Programas o planes estatales de salud,169.0
2010,2,Mujer,42,Programas o planes estatales de salud,338.0
2010,2,Mujer,43,"No tiene obra social, prepaga o plan estatal",2990.0
2010,2,Varón,43,"No tiene obra social, prepaga o plan estatal",3263.0
2010,2,Mujer,43,Obra social o prepaga (incluye PAMI),15678.0
2010,2,Varón,43,Obra social o prepaga (incluye PAMI),12521.0
2010,2,Varón,43,Programas o planes estatales de salud,174.0
2010,2,Mujer,43,Programas o planes estatales de salud,256.0
2010,2,Varón,44,"No tiene obra social, prepaga o plan estatal",2924.0
2010,2,Mujer,44,"No tiene obra social, prepaga o plan estatal",2856.0
2010,2,Varón,44,Obra social o prepaga (incluye PAMI),12213.0
2010,2,Mujer,44,Obra social o prepaga (incluye PAMI),14836.0
2010,2,Varón,44,Programas o planes estatales de salud,183.0
2010,2,Mujer,44,Programas o planes estatales de salud,328.0
2010,2,Varón,45,"No tiene obra social, prepaga o plan estatal",2884.0
2010,2,Mujer,45,"No tiene obra social, prepaga o plan estatal",3067.0
2010,2,Varón,45,Obra social o prepaga (incluye PAMI),13198.0
2010,2,Mujer,45,Obra social o prepaga (incluye PAMI),14433.0
2010,2,Varón,45,Programas o planes estatales de salud,229.0
2010,2,Mujer,45,Programas o planes estatales de salud,444.0
2010,2,Varón,46,"No tiene obra social, prepaga o plan estatal",2937.0
2010,2,Mujer,46,"No tiene obra social, prepaga o plan estatal",2993.0
2010,2,Mujer,46,Obra social o prepaga (incluye PAMI),14837.0
2010,2,Varón,46,Obra social o prepaga (incluye PAMI),13196.0
2010,2,Varón,46,Programas o planes estatales de salud,268.0
2010,2,Mujer,46,Programas o planes estatales de salud,266.0
2010,2,Varón,47,"No tiene obra social, prepaga o plan estatal",2929.0
2010,2,Mujer,47,"No tiene obra social, prepaga o plan estatal",2724.0
2010,2,Varón,47,Obra social o prepaga (incluye PAMI),13355.0
2010,2,Mujer,47,Obra social o prepaga (incluye PAMI),14934.0
2010,2,Mujer,47,Programas o planes estatales de salud,458.0
2010,2,Varón,47,Programas o planes estatales de salud,207.0
2010,2,Mujer,48,"No tiene obra social, prepaga o plan estatal",2882.0
2010,2,Varón,48,"No tiene obra social, prepaga o plan estatal",2506.0
2010,2,Varón,48,Obra social o prepaga (incluye PAMI),13154.0
2010,2,Mujer,48,Obra social o prepaga (incluye PAMI),14698.0
2010,2,Mujer,48,Programas o planes estatales de salud,296.0
2010,2,Varón,48,Programas o planes estatales de salud,202.0
2010,2,Mujer,49,"No tiene obra social, prepaga o plan estatal",3085.0
2010,2,Varón,49,"No tiene obra social, prepaga o plan estatal",2813.0
2010,2,Mujer,49,Obra social o prepaga (incluye PAMI),15089.0
2010,2,Varón,49,Obra social o prepaga (incluye PAMI),12546.0
2010,2,Mujer,49,Programas o planes estatales de salud,446.0
2010,2,Varón,49,Programas o planes estatales de salud,179.0
2010,2,Mujer,50,"No tiene obra social, prepaga o plan estatal",3568.0
2010,2,Varón,50,"No tiene obra social, prepaga o plan estatal",3030.0
2010,2,Mujer,50,Obra social o prepaga (incluye PAMI),16134.0
2010,2,Varón,50,Obra social o prepaga (incluye PAMI),13309.0
2010,2,Varón,50,Programas o planes estatales de salud,260.0
2010,2,Mujer,50,Programas o planes estatales de salud,366.0
2010,2,Mujer,51,"No tiene obra social, prepaga o plan estatal",3275.0
2010,2,Varón,51,"No tiene obra social, prepaga o plan estatal",2344.0
2010,2,Mujer,51,Obra social o prepaga (incluye PAMI),14910.0
2010,2,Varón,51,Obra social o prepaga (incluye PAMI),12169.0
2010,2,Mujer,51,Programas o planes estatales de salud,334.0
2010,2,Varón,51,Programas o planes estatales de salud,208.0
2010,2,Varón,52,"No tiene obra social, prepaga o plan estatal",2714.0
2010,2,Mujer,52,"No tiene obra social, prepaga o plan estatal",2838.0
2010,2,Varón,52,Obra social o prepaga (incluye PAMI),12498.0
2010,2,Mujer,52,Obra social o prepaga (incluye PAMI),15019.0
2010,2,Mujer,52,Programas o planes estatales de salud,266.0
2010,2,Varón,52,Programas o planes estatales de salud,227.0
2010,2,Mujer,53,"No tiene obra social, prepaga o plan estatal",2864.0
2010,2,Varón,53,"No tiene obra social, prepaga o plan estatal",2192.0
2010,2,Varón,53,Obra social o prepaga (incluye PAMI),12968.0
2010,2,Mujer,53,Obra social o prepaga (incluye PAMI),15245.0
2010,2,Varón,53,Programas o planes estatales de salud,222.0
2010,2,Mujer,53,Programas o planes estatales de salud,398.0
2010,2,Mujer,54,"No tiene obra social, prepaga o plan estatal",2841.0
2010,2,Varón,54,"No tiene obra social, prepaga o plan estatal",2413.0
2010,2,Mujer,54,Obra social o prepaga (incluye PAMI),16031.0
2010,2,Varón,54,Obra social o prepaga (incluye PAMI),11912.0
2010,2,Varón,54,Programas o planes estatales de salud,229.0
2010,2,Mujer,54,Programas o planes estatales de salud,329.0
2010,2,Varón,55,"No tiene obra social, prepaga o plan estatal",2488.0
2010,2,Mujer,55,"No tiene obra social, prepaga o plan estatal",2641.0
2010,2,Mujer,55,Obra social o prepaga (incluye PAMI),15622.0
2010,2,Varón,55,Obra social o prepaga (incluye PAMI),12740.0
2010,2,Varón,55,Programas o planes estatales de salud,189.0
2010,2,Mujer,55,Programas o planes estatales de salud,339.0
2010,2,Varón,56,"No tiene obra social, prepaga o plan estatal",2359.0
2010,2,Mujer,56,"No tiene obra social, prepaga o plan estatal",2851.0
2010,2,Mujer,56,Obra social o prepaga (incluye PAMI),14823.0
2010,2,Varón,56,Obra social o prepaga (incluye PAMI),11708.0
2010,2,Mujer,56,Programas o planes estatales de salud,281.0
2010,2,Varón,56,Programas o planes estatales de salud,154.0
2010,2,Varón,57,"No tiene obra social, prepaga o plan estatal",2360.0
2010,2,Mujer,57,"No tiene obra social, prepaga o plan estatal",2468.0
2010,2,Varón,57,Obra social o prepaga (incluye PAMI),11888.0
2010,2,Mujer,57,Obra social o prepaga (incluye PAMI),14829.0
2010,2,Varón,57,Programas o planes estatales de salud,212.0
2010,2,Mujer,57,Programas o planes estatales de salud,279.0
2010,2,Mujer,58,"No tiene obra social, prepaga o plan estatal",2630.0
2010,2,Varón,58,"No tiene obra social, prepaga o plan estatal",2212.0
2010,2,Varón,58,Obra social o prepaga (incluye PAMI),10985.0
2010,2,Mujer,58,Obra social o prepaga (incluye PAMI),14497.0
2010,2,Varón,58,Programas o planes estatales de salud,232.0
2010,2,Mujer,58,Programas o planes estatales de salud,306.0
2010,2,Mujer,59,"No tiene obra social, prepaga o plan estatal",2286.0
2010,2,Varón,59,"No tiene obra social, prepaga o plan estatal",1891.0
2010,2,Mujer,59,Obra social o prepaga (incluye PAMI),14663.0
2010,2,Varón,59,Obra social o prepaga (incluye PAMI),10962.0
2010,2,Mujer,59,Programas o planes estatales de salud,473.0
2010,2,Varón,59,Programas o planes estatales de salud,260.0
2010,2,Mujer,60,"No tiene obra social, prepaga o plan estatal",2588.0
2010,2,Varón,60,"No tiene obra social, prepaga o plan estatal",2204.0
2010,2,Mujer,60,Obra social o prepaga (incluye PAMI),16895.0
2010,2,Varón,60,Obra social o prepaga (incluye PAMI),12304.0
2010,2,Mujer,60,Programas o planes estatales de salud,263.0
2010,2,Varón,60,Programas o planes estatales de salud,262.0
2010,2,Mujer,61,"No tiene obra social, prepaga o plan estatal",1463.0
2010,2,Varón,61,"No tiene obra social, prepaga o plan estatal",1968.0
2010,2,Varón,61,Obra social o prepaga (incluye PAMI),10793.0
2010,2,Mujer,61,Obra social o prepaga (incluye PAMI),15671.0
2010,2,Mujer,61,Programas o planes estatales de salud,257.0
2010,2,Varón,61,Programas o planes estatales de salud,198.0
2010,2,Mujer,62,"No tiene obra social, prepaga o plan estatal",1308.0
2010,2,Varón,62,"No tiene obra social, prepaga o plan estatal",1666.0
2010,2,Varón,62,Obra social o prepaga (incluye PAMI),11090.0
2010,2,Mujer,62,Obra social o prepaga (incluye PAMI),16647.0
2010,2,Varón,62,Programas o planes estatales de salud,258.0
2010,2,Mujer,62,Programas o planes estatales de salud,227.0
2010,2,Mujer,63,"No tiene obra social, prepaga o plan estatal",1151.0
2010,2,Varón,63,"No tiene obra social, prepaga o plan estatal",1739.0
2010,2,Varón,63,Obra social o prepaga (incluye PAMI),10725.0
2010,2,Mujer,63,Obra social o prepaga (incluye PAMI),15810.0
2010,2,Varón,63,Programas o planes estatales de salud,243.0
2010,2,Mujer,63,Programas o planes estatales de salud,169.0
2010,2,Mujer,64,"No tiene obra social, prepaga o plan estatal",823.0
2010,2,Varón,64,"No tiene obra social, prepaga o plan estatal",1718.0
2010,2,Varón,64,Obra social o prepaga (incluye PAMI),10257.0
2010,2,Mujer,64,Obra social o prepaga (incluye PAMI),15887.0
2010,2,Varón,64,Programas o planes estatales de salud,175.0
2010,2,Mujer,64,Programas o planes estatales de salud,82.0
2010,2,Varón,65,"No tiene obra social, prepaga o plan estatal",1512.0
2010,2,Mujer,65,"No tiene obra social, prepaga o plan estatal",791.0
2010,2,Varón,65,Obra social o prepaga (incluye PAMI),10935.0
2010,2,Mujer,65,Obra social o prepaga (incluye PAMI),16606.0
2010,2,Varón,65,Programas o planes estatales de salud,179.0
2010,2,Mujer,65,Programas o planes estatales de salud,117.0
2010,2,Varón,66,"No tiene obra social, prepaga o plan estatal",834.0
2010,2,Mujer,66,"No tiene obra social, prepaga o plan estatal",591.0
2010,2,Varón,66,Obra social o prepaga (incluye PAMI),10743.0
2010,2,Mujer,66,Obra social o prepaga (incluye PAMI),14601.0
2010,2,Mujer,66,Programas o planes estatales de salud,85.0
2010,2,Varón,66,Programas o planes estatales de salud,119.0
2010,2,Mujer,67,"No tiene obra social, prepaga o plan estatal",551.0
2010,2,Varón,67,"No tiene obra social, prepaga o plan estatal",648.0
2010,2,Mujer,67,Obra social o prepaga (incluye PAMI),13895.0
2010,2,Varón,67,Obra social o prepaga (incluye PAMI),9775.0
2010,2,Varón,67,Programas o planes estatales de salud,68.0
2010,2,Mujer,67,Programas o planes estatales de salud,108.0
2010,2,Varón,68,"No tiene obra social, prepaga o plan estatal",521.0
2010,2,Mujer,68,"No tiene obra social, prepaga o plan estatal",516.0
2010,2,Varón,68,Obra social o prepaga (incluye PAMI),9285.0
2010,2,Mujer,68,Obra social o prepaga (incluye PAMI),13059.0
2010,2,Varón,68,Programas o planes estatales de salud,67.0
2010,2,Mujer,68,Programas o planes estatales de salud,94.0
2010,2,Mujer,69,"No tiene obra social, prepaga o plan estatal",376.0
2010,2,Varón,69,"No tiene obra social, prepaga o plan estatal",342.0
2010,2,Mujer,69,Obra social o prepaga (incluye PAMI),12360.0
2010,2,Varón,69,Obra social o prepaga (incluye PAMI),8522.0
2010,2,Mujer,69,Programas o planes estatales de salud,116.0
2010,2,Varón,69,Programas o planes estatales de salud,51.0
