id,nombre,id_departamento,es_publico,terapia_intensiva
50820842885049,CENTRO INTEGRAL CITEM - CENTRO INTEGRAL DE TECNOLOGIAS ESPECIALES,82_84,False,False
50221052126320,CENTRO DE SALUD LAS PIEDRITAS,22_105,False,False
50221402126477,CENTRO DE SALUD VILLA GENERAL BELGRANO,22_140,False,False
50221402126494,CENTRO DERMATOLOGICO DR. MANUEL M. GIMENEZ,22_140,False,False
50220282126321,CENTRO DE SALUD LAS TOLDERIAS,22_28,False,False
50220362126234,CENTRO DE SALUD EL PALMAR CENTRAL,22_36,False,False
10500772157032,HOSPITAL REGIONAL MALARGUE.-,50_77,False,True
10740422180025,HOSPITAL UNION,74_42,False,False
10580352367005,CLINICA SAN AGUSTIN,58_35,False,True
10580352367004,CLINICA PASTEUR SA,58_35,False,True
12580352367039,CLINICA SAN LUCAS,58_35,False,True
50580352367159,CONSULTORIOS MEDICOS CEGIN - CEFER,58_35,False,False
51580352367190,MEDRO  MEDICINA LABORAL,58_35,False,False
50580352367157,CENTRO DE MEDICINA FAMILIAR A.M.E.N.,58_35,False,False
53660562373544,MARIA AUXILIADORA SERVICIO DE TRASLADOS PROGRAMADOS BAJO RIESGO,66_56,False,False
50220632126157,CENTRO DE SALUD BARRIO SAN ANTONIO,22_63,False,False
50220632126129,CENTRO DE SALUD BARRIO SARMIENTO,22_63,False,False
10661192173060,HOSPITAL PRESBITERO OLMOS,66_119,False,False
50460982155055,CAPS ALTO JAGUE,46_98,False,False
50140912231512,DISPENSARIO IGNACIO MINOLDO,14_91,True,False
50141402231550,DISPENSARIO MUNICIPALIDAD DE ALTOS DE CHIPION,14_140,True,False
10460142355040,SANATORIO RIOJA S.A.,46_14,False,False
50260772129085,CENTRO DE SALUD AREA 12,26_77,False,False
50260772129086,CENTRO DE SALUD AREA 16 - MALVINAS ARGENTINAS,26_77,False,False
50260072129087,CENTRO DE SALUD ARISTARAIN,26_7,False,False
50260772129111,CENTRO DE SALUD JORGE MORADO,26_77,False,False
50260352129089,CENTRO DE SALUD BELLA VISTA,26_35,False,False
15060582305233,RESIDENCIA GERIATRICA MODELO,6_658,False,False
50067602303510,CENTRO DERMATOLOGICO SCHJTMAN,6_760,False,False
53067492303512,MAS VIDA EMERGENCIAS,6_749,False,False
51421192353442,LABORATORIO ANALISIS CLINICOS MARIA VICENTE,42_119,False,False
50020012315911,CENTRO MEDICO GEMA,2_2,False,False
50420212353466,CENTRO DE DIAGNOSTICO MEDICO DIAGNOSIS,42_21,False,False
50221402126253,CENTRO DE SALUD ENRIQUE FINOCHIETTO,22_140,False,False
50221402126278,CENTRO DE SALUD JUAN DE GARAY EL TALA,22_140,False,False
50221402126163,CENTRO DE SALUD BARRIO TOBA,22_140,False,False
50221402126470,CENTRO DE SALUD VILLA BARBERAN,22_140,False,False
10660632173056,HOSPITAL GUACHIPAS,66_63,False,False
50740142180165,CAPS VILLA DE LA QUEBRADA,74_14,False,False
50820842385056,CENTRO MEDICO GRANDOLI - CEMEG -,82_84,False,False
10660702173047,HOSPITAL DR. RAMON CARRILLO,66_70,False,False
50221402126123,CENTRO DE REFERENCIA DR. PEDRO BIOLCHI,22_140,False,False
53821192385958,EMERGENCIAS URGENCIAS DEL LITORAL S.A,82_119,False,False
53821192385937,EMERGENCIAS AMBULANCIA ACUARIO SERVICIO DE TRASLADOS URBANOS,82_119,False,False
50220392126185,CENTRO DE SALUD COLONIA JACARANDA,22_39,False,False
10260352129015,HOSPITAL RURAL CORCOVADO,26_35,False,False
50260352129227,PUESTO SANITARIO LAGO ROSARIO,26_35,False,False
50260352129233,PUESTO SANITARIO LOS CIPRESES,26_35,False,False
50900842396555,SERVICIO INTEGRAL MED. Y LAB. SIMLE.R,90_84,False,False
50740352380042,ADVANCE SERVICIOS INTEGRADOS SRL CLINICA DE LA VISION,74_35,False,False
10580982167009,HTAL PICUN LEUFU - DRA NANCY FERRARI DIBY,58_98,False,False
10581132167023,HTAL MARIANO MORENO - DR CARLOS BURDES,58_113,False,False
10581122167032,HTAL ZAPALA - DR JUAN J POSE,58_112,False,False
10581052167020,HTAL LAS LAJAS - DR JOSE VENIER,58_105,False,False
12580912367040,CLINICA Y MATERNIDAD RINCON,58_91,False,False
52580562367225,CENTRO DE DIALISIS FRESENIUS,58_56,False,False
50260212229094,CENTRO DE SALUD DON BOSCO,26_21,True,False
50260212229097,CENTRO DE SALUD DR RENE FAVALORO,26_21,True,False
50260212129096,CENTRO DE SALUD DR.  ROBERTO MIAS,26_21,False,False
50260772129098,CENTRO DE SALUD ETCHEPARE TRELEW,26_77,False,False
50260072129100,CENTRO DE SALUD GOBERNADOR FONTANA,26_7,False,False
50260772129102,CENTRO DE SALUD PABLO FERMIN,26_77,False,False
50260072129103,CENTRO DE SALUD GUEMES,26_7,False,False
50260772129104,CENTRO DE SALUD GUENDA WILLIAMS,26_77,False,False
50260772129106,CENTRO DE SALUD INGENIERO FRANZETTI,26_77,False,False
50860772192549,PUESTO SANITARIO COLONIA LAMADRID,86_77,False,False
53066652303266,CEM CENTRO DE EMERGENCIAS MEDICAS BASE RAMALLO,6_665,False,False
50063712303396,SEMEDIC SRL CONSULTORIOS MEDICOS,6_371,False,False
50068612303603,CENTRO DE ATENCION EN SALUD MENTAL,6_861,False,False
10067492200216,HOSPITAL DR. RAMON CARRILLO,6_749,True,False
10661192173022,HOSPITAL DR. A. FERNANDEZ,66_119,False,False
50380772150257,PUESTO TIMON CRUZ (21),38_77,False,False
50381122150074,PUESTO BARRIOS (21),38_112,False,False
50220982126126,CENTRO DE SALUD ABEL OTAÑO,22_98,False,False
50220282126148,CENTRO DE SALUD BARRIO LIBERTAD,22_28,False,False
50381122150175,PUESTO LLULLUCHAYOC (21),38_112,False,False
10740492180012,HOSPITAL DE SANTA ROSA,74_49,False,False
10740072180021,HOSPITAL SAN FRANCISCO,74_7,False,False
50540282365669,EUROSALUD,54_28,False,False
50740422180049,CAPS BAGUAL,74_42,False,False
50740422180120,CAPS LOS OVEROS,74_42,False,False
50740422180124,CAPS MARTIN DE LOYOLA,74_42,False,False
50740352180147,CAPS RENE FAVALORO (EX PIMPOLLO),74_35,False,False
50740352180232,HOSPITAL DR. BRAULIO MOYANO,74_35,False,False
50180422139397,SAPS BELLA ROSA,18_42,False,False
50220282126124,CENTRO DE SALUD PAMPA CABRERA,22_28,False,False
50221402126208,CENTRO DE SALUD DR. LAUREANO R. MARADONA (LOTE 202),22_140,False,False
50221402126142,CENTRO DE SALUD BARRIO GUIRALDES,22_140,False,False
50180212139119,CAPS Nº 9 17 DE AGOSTO,18_21,False,False
50660492173321,PUESTO SANITARIO BETANIA,66_49,False,False
50340142147091,CENTRO DE SALUD  ANTENOR GAUNA,34_14,False,False
50340142147093,CENTRO DE SALUD  BERNARDINO RIVADAVIA,34_14,False,False
50300492142199,CAPS   CARLOS MARIO CASAGRANDE,30_49,False,False
50300492142419,CAPS   RUPERTO GONZALEZ,30_49,False,False
15060582305235,RESIDENCIA GERIATRICA MAMINA,6_658,False,False
15062602305237,HOGAR GERIATRICO SANTA CECILIA,6_260,False,False
50260352129090,CENTRO DE SALUD BUENOS AIRES,26_35,False,False
50580562367144,CENTRO MEDICO ROCA - GRUPO ROCA,58_56,False,False
13580352367042,CIPEC - CLINICA DE INTERNACIONES PSICOPATOLOGICAS Y DE ENFERMERDADES CRONICAS,58_35,False,False
50064412201306,CENTRO DE SALUD N° 28 DE LA PLATA,6_441,True,False
50064412201301,CENTRO DE SALUD N° 26 DE LA PLATA,6_441,True,False
50064412201299,CENTRO DE SALUD N° 24 DE LA PLATA,6_441,True,False
50064412201296,CENTRO DE SALUD N° 23 DE LA PLATA,6_441,True,False
10661262173026,HOSPITAL DR. ELIAS ANNA,66_126,False,False
10661332173038,HOSPITAL DE LA UNION,66_133,False,False
50064412201291,CENTRO DE SALUD N° 21 DE LA PLATA,6_441,True,False
50064412201289,CENTRO DE SALUD N° 20 DE LA PLATA,6_441,True,False
50064412201285,CENTRO DE SALUD N° 18 DE LA PLATA,6_441,True,False
50064412201284,CENTRO DE SALUD N° 17 DE LA PLATA,6_441,True,False
50064412201283,CENTRO DE SALUD N° 16 DE LA PLATA,6_441,True,False
50064412201282,CENTRO DE SALUD N° 15 DE LA PLATA,6_441,True,False
50064412201280,CENTRO DE SALUD N° 13 DE LA PLATA,6_441,True,False
50064412201279,CENTRO DE SALUD N° 12 DE LA PLATA,6_441,True,False
52260772329307,AXON,26_77,False,False
52260772329309,CARDIAL TRELEW,26_77,False,False
50260772329069,CEHTA CARDIOVASCULAR,26_77,False,False
50260772329073,CENTRO CARDIOLOGICO TRELEW,26_77,False,False
15060582305239,HOGAR GERIATRICO SAN SEBASTIAN,6_58,False,False
13060352305241,CLINICA COMUNIDAD,6_35,False,False
50861052192252,PUESTO SANITARIO CRUCECITAS (HOSP LORETO),86_105,False,False
50260352129195,PUESTO SANITARIO ALBORADA - TREVELIN,26_35,False,False
10260352129037,HOSPITAL RURAL TREVELIN,26_35,False,False
10260422129029,HOSPITAL RURAL DOLAVON -  MARY JONES DE WILLIAMS,26_42,False,False
10260422129022,HOSPITAL RURAL GAIMAN,26_42,False,False
50700072177127,CAPS EL RINCON,70_7,False,False
50380212150148,CAPS HIGUERILLAS (3),38_21,False,False
50060582303548,CER INSTITUTO MEDICO,6_658,False,False
50701262177114,CAPS DOMINGO RAMON CEJAS,70_126,False,False
50068612303550,POLICLINICA GRUPO MEDICO DE REHABILITACION,6_861,False,False
50020012315913,CETRO - CENTRO DE TRAUMATOLOGIA Y REHABILITACION,2_13,False,False
50060912303552,CENTRO MEDICO INTERNO DE INVISTA ARGENTINA SRL,6_91,False,False
53420212353492,CENTRO ESPECIALIDADES EN TRASTORNOS DE LA CONDUCTA ALIMENTARIA EL COLIBRI,42_21,False,False
52060582303593,CENTRO DE DIA TA.P.QUI.,6_658,False,False
50700632177115,CAPS DR. CARLOS BOUTHERY,70_63,False,False
50063712303595,CENTRO INTERDISCIPLINARIO DE SALUD MENTAL,6_371,False,False
50700142177124,CAPS EL BOSQUE,70_14,False,False
50420212353496,CENTRO INFANTIL MEDICO DENTAL C.I.M.E.D.,42_21,False,False
50061262303599,INSTITUTO DE LA MUJER CENTRO MEDICO SH,6_126,False,False
52060352303601,COMPLEJO MEDICINA FISICA REHABILITACION SRL,6_35,False,False
50700562177185,POSTA SAN ROQUE DE JACHAL,70_56,False,False
50701262177194,CAPS TUPELI,70_126,False,False
50420212353498,CENTRO INTEGRAL DE ATENCION LENFANT,42_21,False,False
50701052177105,CAPS COCHAGUAL CENTRO,70_105,False,False
50701052177106,CAPS COCHAGUAL NORTE,70_105,False,False
50701052177133,CAPS GUANACACHE,70_105,False,False
50701052177142,CAPS LA CILVICA,70_105,False,False
50700352177156,CAPS MARAYES,70_35,False,False
50700772177161,CAPS MAURIN NAVARRO,70_77,False,False
50860352192611,PUESTO SANITARIO (BANDA RURAL SUR) SEÑORA PUJIO,86_35,False,False
50420212353502,CENTRO INTEGRAL DE ODONTOLOGIA,42_21,False,False
50420212353504,CENTRO INTEGRAL DE ODONTOLOGIA (OLIVER),42_21,False,False
53062522303609,SISTEMA PRIVADO DE EMERGENCIAS MOVILES,6_252,False,False
50141402231525,DISPENSARIO MUNICIPAL DE COLONIA VIGNAUD,14_140,True,False
50140422231522,DISPENSARIO MUNICIPAL CHAZON,14_42,True,False
50140912231514,DISPENSARIO JUAN CARLOS GERONICO,14_91,True,False
50140422231524,DISPENSARIO MUNICIPAL DE AUSONIA DR. HILCIO WEIHMULLER,14_42,True,False
50141472231555,DISPENSARIO Nº 9 BARRIO LINIERS,14_147,True,False
50141472231552,DISPENSARIO Nº 11 BARRIO CAMARA,14_147,True,False
10661542173034,HOSPITAL SAN CARLOS,66_154,False,False
50060582303655,SALUD LABORAL QUILMES SRL,6_658,False,False
51062702303859,DIAGNOSTICO MEDICO EZEIZA (DIME),6_270,False,False
50062742303861,CENTRO MEDICO SAN ORIONE,6_274,False,False
50060582303863,INSTITUTO DE INVESTIGACIONES CLINICAS QUILMES,6_658,False,False
50060582303867,CONSULTORIOS EXTERNOS (PELLEGRINI 431),6_658,False,False
10660282373033,HOSPITAL PRIVADO SANTA CLARA DE ASIS,66_28,False,True
50700912177092,CAPS BARRIO INDEPENDENCIA,70_91,False,False
50700772177099,CAPS CENTRO DE ADIESTRAMIENTO DR. RENE FAVALORO,70_77,False,False
50700142177096,CAPS CAMPO DE BATALLA,70_14,False,False
50020012315560,CEDITRIN - CENTRO DE DIAGNOSTICO Y TRATAMIENTO INTEGRAL,2_3,False,False
52020012315753,CENTRO INTEGRAL DE REHABILIATCION DEL AFASICO (CIRA),2_5,False,False
50300492142201,CAPS   CARLOS ROCCA,30_49,False,False
50300772142172,CAPS  ARTURO ILLIA,30_77,False,False
50300772142268,C.A.P.S.  GOBERNADOR LAURENCENA,30_77,False,False
50300772142285,CAPS  FARM. JUAN H. GHIANO,30_77,False,False
50300772142375,CAPS  SERAFIN GUILLANI,30_77,False,False
50300772142300,CAPS  LUISA WEBER,30_77,False,False
50300772142248,CAPS   DR. PEDRO CAMET,30_77,False,False
50300772142301,CAPS   MADRE TERESA,30_77,False,False
50301052142159,CAPS   ALEJANDRO FLEMING,30_105,False,False
50301052142166,CAPS HELENA DE ZABINSKY,30_105,False,False
50301052242217,CAPS   DON CARLOS VIVANCO,30_105,False,False
50301052142498,CAPS   SIDNEY REES,30_105,False,False
50301132142227,CAPS   DR. CARLOS M. TOFALO,30_113,False,False
50821192284537,CENTRO DE SALUD BARRIO MARIANO MORENO,82_119,True,False
51220212327354,MAMOTEST - SERVICIO DE MAMOGRAFIA,22_21,False,False
50820492184767,CENTRO DE SALUD LA SARITA,82_49,False,False
50820492184775,CENTRO DE SALUD LAS GARZAS,82_49,False,False
50820492184909,CENTRO DE SALUD PUERTO RECONQUISTA,82_49,False,False
50820492184530,CENTRO DE SALUD BARRIO LA CORTADA,82_49,False,False
50820492184651,CENTRO DE SALUD DR. JORGE CANIZA,82_49,False,False
50820492184763,CENTRO DE SALUD LA RESERVA,82_49,False,False
50820492184576,CENTRO DE SALUD BERNA,82_49,False,False
50820492184976,CENTRO DE SALUD SIETE PROVINCIAS,82_49,False,False
50820492184584,CENTRO DE SALUD CAMPO HARDY,82_49,False,False
50820492184671,CENTRO DE SALUD EL YAGUARETE,82_49,False,False
50820492184498,CENTRO DE SALUD ARROYO CEIBAL,82_49,False,False
50820492184885,CENTRO DE SALUD PARAJE LAS CLARITAS,82_49,False,False
50820492184895,CENTRO DE SALUD PEDRO VICENTIN,82_49,False,False
50820492184703,CENTRO DE SALUD FLOR DE ORO,82_49,False,False
50861262192167,PUESTO SANITARIO EL CAJON (OJO DE AGUA),86_126,False,False
10661332173028,HOSPITAL KACHA WET CHOH WAI  - ALTO LA SIERRA,66_133,False,False
10660562173062,HOSPITAL PROF. SALVADOR MAZZA,66_56,False,False
10661262173068,HOSPITAL SAN VICENTE DE PAUL DE ORAN,66_126,False,True
10660842173069,HOSPITAL SANTA TERESA,66_84,False,False
10660352173070,HOSPITAL SANTA TERESITA,66_35,False,False
53661122373551,OPTICA CENTROLENT,66_112,False,False
53661262373570,OPTICA Y CONTACTOLOGIA BUTTIERO,66_126,False,False
50064412201333,CENTRO DE SALUD N° 8 DE LA PLATA,6_441,True,False
50064412201332,CENTRO DE SALUD N° 7 DE LA PLATA,6_441,True,False
50064412201329,CENTRO DE SALUD N° 6 DE LA PLATA,6_441,True,False
10101052124016,ESTABLECIMIENTO SANITARIO SECCIONAL COPACABANA,10_105,False,False
50101122124300,ESTABLECIMIENTO SANITARIO PERIFERICO SAN ISIDRO,10_112,False,False
50740562380234,INSTITUTO DE SALUD FEMENINA (IFEM),74_56,False,False
50700422177155,CAPS MADRE TERESA DE CALCUTA,70_42,False,False
50700422177136,CAPS DR. JORGE RUIZ AGUILAR,70_42,False,False
52740352380251,CENTRO PRIVADO DE NEFROLOGIA Y HEMODIALISIS SRL,74_35,False,False
10740492180017,HOSPITAL MERLO,74_49,False,False
50861752192217,PUESTO SANITARIO ATOJ POZO (HOSP BREA POZO),86_175,False,False
50861682192223,PUESTO SANITARIO BARRANCAS (HOSP VILLASALAVINA),86_168,False,False
50861752192230,PUESTO SANITARIO BURRO POZO (HOSP BREA POZO),86_175,False,False
50861402192121,PUESTO SANITARIO CORRAL DEL REY (HOSP SUMAMPA),86_140,False,False
10660212173031,HOSPITAL NUESTRA SEÑORA DEL ROSARIO,66_21,False,False
50221402126475,CENTRO DE SALUD VILLA ELBA,22_140,False,False
53660562373545,MAYO  SERVICIOS DE TRASLADOS PROGRAMADOS,66_56,False,False
50221402126450,CENTRO DE SALUD SANTA RITA,22_140,False,False
50221402126272,CENTRO DE SALUD INMACULADA CONCEPCION - VILLA TTE. SAAVEDRA,22_140,False,False
50221402126349,CENTRO DE SALUD LOTE 203,22_140,False,False
50740562380225,CENTRO MEDICO ODONTOLOGICO SAGRADO CORAZON,74_56,False,False
50740562380226,FAMISALUD,74_56,False,False
52740562380254,FRESENIUS MEDICAL CARE ARG. S.A.,74_56,False,False
51740562380244,INSTITUTO MEDICO TRAUMATOLOGICO,74_56,False,False
10740562180022,HOSPITAL SAN LUIS,74_56,False,True
52100492124336,CENTRO DE REHABILITACION CATAMARCA NIVEL II,10_49,False,False
50101122124070,CENTRO DE SALUD ESTABLECIMIENTO DISTRITAL VILLA DOLORES,10_112,False,False
53100492324342,SERVICIO DE EMERGENCIA EMECOR,10_49,False,False
53100492324341,SERVICIO DE EMERGENCIA ECA EMERGENCIA MEDICA,10_49,False,False
50820632385297,CONSULTORIO DRA. NILDA PIKE DE GIORGI,82_63,False,False
10181262139004,CENTRO DE SALUD SAN LORENZO,18_126,False,False
10181332139031,HOSPITAL DR. EDUARDO ANDRES CICCONETTI,18_133,False,False
10181332139024,HOSPITAL  JULIO C. RIVERO,18_133,False,False
13181402139081,HOSPITAL PSIQUIATRICO EUGENIO F. RAMIREZ,18_140,False,False
10181402139053,HOSPITAL BASE SAN LUIS DEL PALMAR,18_140,False,False
50820632385294,CONSULTORIO DRA. MARTA SUSANA WAGENER,82_63,False,False
53340142347213,E.M.I. S.R.L.,34_14,False,False
51780142383115,LABORATORIO DE ANALISIS CLINICOS - PICO TRUNCADO,78_14,False,False
10780142183004,HOSPITAL DISTRITAL DR. GUILLERMO HUBERTUS CARLOS KUESTER,78_14,False,False
10660562173067,HOSPITAL SAN ROQUE,66_56,False,False
50701192177082,CAPS ASTICA,70_119,False,False
50700282177109,CAPS COMANDANTE CABOT,70_28,False,False
50700772177111,CAPS CRISTO REY,70_77,False,False
53660562373577,SERVICIOS GENERALES - SERVICIOS DE TRASLADOS PROGRAMADOS TORREON,66_56,False,False
10500842157025,HOSPITAL CARLOS F. SAPORITI.-,50_84,False,True
50740562380185,CENTRO MEDICO B.I.O.M.E.D,74_56,False,False
51820632385404,C.I.M.B.I. CENTRO DE INVESTIGACIONES MEDICAS Y BIOQUIMICAS,82_63,False,False
50220772126309,CENTRO DE SALUD LAGUNA BLANCA,22_77,False,False
50221052126249,CENTRO DE SALUD EL TRIANGULO,22_105,False,False
10661052173045,HOSPITAL DR. NICOLAS CAYETANO PAGANO,66_105,False,False
50700072277248,CIC LA LAJA,70_7,True,False
50700492177094,CAPS BELLA VISTA,70_49,False,False
50700562177191,CAPS TAMBERIAS -JACHAL-,70_56,False,False
50700212177205,CAPS VILLA NUEVA,70_21,False,False
50700562177163,CAPS MOGNA,70_56,False,False
50700562177128,CAPS ENTRE RIOS,70_56,False,False
50700562177183,CAPS SAN ISIDRO (EN CIC SAN ISIDRO),70_56,False,False
50700912177123,CAPS EJERCITO DE LOS ANDES,70_91,False,False
50700702277252,CIC POCITO,70_70,True,False
52660072374381,CENTRO EDUCATIVO TERAPEUTICO SANTA CATALINA,66_7,False,False
50700282177076,CAPS DR. ALFONSO BARASSI,70_28,False,False
50700072177146,CAPS LAS LOMITAS,70_7,False,False
50700842177083,CAPS BARRIO ARAMBURU,70_84,False,False
50700842177113,CAPS DOCENTES SANJUANINOS,70_84,False,False
50820492184784,CENTRO DE SALUD LOS LAPACHOS,82_49,False,False
50820492184519,CENTRO DE SALUD BARRIO CHAPERO,82_49,False,False
50820492184526,CENTRO DE SALUD GUADALUPE NORTE,82_49,False,False
50820492184516,CENTRO DE SALUD JULIA CAPOZZOLO BARRIO CARMEN LUISA,82_49,False,False
50820492184527,CENTRO DE SALUD BARRIO ITATI - RECONQUISTA,82_49,False,False
50820492184601,CENTRO DE SALUD CEFERINO VICENTIN,82_49,False,False
50820492184511,CENTRO DE SALUD BARRIO BELGRANO - AVELLANEDA,82_49,False,False
50820492184963,CENTRO DE SALUD SANTA ANA,82_49,False,False
50820492184889,CENTRO DE SALUD PARQUE INDUSTRIAL,82_49,False,False
50820492185028,CIC BARRIO AMERICA,82_49,True,False
50820492185034,CIC FLORENCIA,82_49,False,False
51140142331586,CENTRO DE RESONANCIA MAGNETICA,14_14,False,False
50066382307263,PROYECCIONES RADIOLOGICAS,6_638,False,False
50660282173152,CENTRO DE SALUD Nº 26 ATOCHA,66_28,False,False
50660282173145,CENTRO DE SALUD Nº 17 - BARRIO SAN REMO,66_28,False,False
50661472173119,CENTRO DE SALUD DR. RENE FAVALORO,66_147,False,False
50661542173357,PUESTO SANITARIO EL BARRIAL,66_154,False,False
50660282173091,CENTRO DE SALUD Nº 19 EL CHAMICAL,66_28,False,False
50660562173362,PUESTO SANITARIO SECTOR CINCO,66_56,False,False
50660562173261,PUESTO DE SALUD ISABEL AGUILAR,66_56,False,False
50660562173406,PUESTO SANITARIO LA PISTA,66_56,False,False
50661122173412,PUESTO SANITARIO LAGUNITA,66_112,False,False
50661332173134,CENTRO DE SALUD MISION LA PAZ,66_133,False,False
50421052353254,CENTRO DE ORTOPEDIA TRAUMATOLOGIA Y MEDICINA DEL TRABAJO,42_105,False,False
14060582305243,HOGAR TRANSITORIO DE REHABILITACION,6_658,False,False
50380142150056,CAPS EL MILAGRO (6),38_14,False,False
53660282373571,PARAMEDIC EMERGENCIAS MEDICAS S.A,66_28,False,False
10660282373076,SANATORIO ASOCIACION EL PARQUE SA,66_28,False,True
10660282373077,SANATORIO EL CARMEN SA,66_28,False,True
10660282373079,SANATORIO MODELO,66_28,False,True
53660282373573,SEMTEX - SERVICIO DE MEDICINA DEL TRABAJO EXTERNO,66_28,False,False
10780142183017,HOSPITAL ZONAL DE CALETA OLIVIA PADRE JOSE TARDIVO,78_14,False,True
50821122384441,CENTRO DE ESPECIALIDADES MEDICAS,82_112,False,False
10780142183022,PUESTO SANITARIO JARAMILLO,78_14,False,False
10780142183009,HOSPITAL DISTRITAL DR. BENIGNO FERNANDEZ,78_14,False,False
50260352129118,CENTRO DE SALUD MALVINAS ARGENTINAS,26_35,False,False
15064342305247,HOGAR GERIATRICO LA SAGRADA FAMILIA,6_434,False,False
50860702192414,PUESTO SANITARIO TRES CHAÑARES (LA CAÑADA),86_70,False,False
50860212192245,PUESTO SANITARIO CHILQUITA (VILLA ATAMISQUI),86_21,False,False
50861612192306,PUESTO SANITARIO LA FLORIDA  (HOPS BELTRAN),86_161,False,False
50861262192140,PUESTO SANITARIO LA ISLA (HOSP OJO DE AGUA),86_126,False,False
50861612192095,CAPS LA LOMA,86_161,False,False
50860142192310,PUESTO SANITARIO LA MANGA (SAN JOSE DE BOQUERON),86_14,False,False
50380632350323,POLICONSULTORIO INTEGRAL,38_63,False,False
15064902305251,GERIATRICO LOS LEÑOS,6_490,False,False
14062602305255,CENTRO DE AYUDA CAYDEM (D),6_260,False,False
15060582305257,HOGAR GERIATRICO TU HOGAR,6_658,False,False
52780142383168,GABINETE DE KINESIOLOGIA Y FISIOTERAPIA (PUERTO DESEADO),78_14,False,False
50260422129194,PUESTO SANITARIO  VEINTIOCHO DE JULIO,26_42,False,False
50260492129213,PUESTO SANITARIO EL ESCORIAL,26_49,False,False
10260492129012,HOSPITAL RURAL  GASTRE,26_49,False,False
14700282377057,REHABILITAR SAN JUAN S.R.L.,70_28,False,False
10580422167034,HTAL CHOS MALAL - DR GREGORIO ALVAREZ,58_42,False,False
10580632167022,HTAL LONCOPUE - DR JOSE CUEVAS,58_63,False,False
50140842131433,CENTRO DE SALUD DE LA CESIRA,14_84,True,False
